Timestamp,Normalized Timestamp (s),Temperature (C),Pressure (hPa),Humidity (%),VOC (ppm),CO2 (ppm),MQ3 (ppm),HCHO (ppm)
2025-08-19 15:46:39.988665,0.0,23.46,1015.29,48.5,2.2,2.45,2.3,2.45
2025-08-19 15:46:40.067808,0.08,23.47,1015.27,48.5,2.3,2.4,2.2,2.4
2025-08-19 15:46:40.143943,0.16,23.48,1015.28,48.48,2.2,2.4,2.2,2.4
2025-08-19 15:46:40.220321,0.23,23.49,1015.26,48.5,2.3,2.4,2.1,2.45
2025-08-19 15:46:40.296401,0.31,23.5,1015.27,48.5,2.1,2.4,2.3,2.4
2025-08-19 15:46:40.373417,0.38,23.51,1015.25,48.5,2.3,2.4,2.1,2.45
2025-08-19 15:46:40.449481,0.46,23.52,1015.26,48.5,2.2,2.4,2.3,2.3
2025-08-19 15:46:40.526564,0.54,23.52,1015.26,48.49,2.3,2.4,2.2,2.4
2025-08-19 15:46:40.602627,0.61,23.53,1015.24,48.51,2.2,2.4,2.1,2.55
2025-08-19 15:46:40.679951,0.69,23.54,1015.28,48.49,2.3,2.45,2.2,2.4
2025-08-19 15:46:40.756009,0.77,23.54,1015.27,48.49,2.2,2.4,2.2,2.6
2025-08-19 15:46:40.833718,0.85,23.55,1015.27,48.49,2.3,2.4,2.2,2.4
2025-08-19 15:46:40.909952,0.92,23.55,1015.26,48.49,2.1,2.4,2.1,2.45
2025-08-19 15:46:40.987722,1.0,23.55,1015.28,48.49,2.2,2.4,2.1,2.4
2025-08-19 15:46:41.072688,1.08,23.56,1015.27,48.48,2.1,2.35,2.1,2.35
2025-08-19 15:46:41.159235,1.17,23.56,1015.27,48.49,2.2,2.4,2.1,2.4
2025-08-19 15:46:41.242923,1.25,23.56,1015.26,48.48,2.1,2.35,2.1,2.35
2025-08-19 15:46:41.328203,1.34,23.56,1015.25,48.48,2.1,2.4,2.0,2.4
2025-08-19 15:46:41.413544,1.42,23.56,1015.25,48.48,2.1,2.35,2.1,2.35
2025-08-19 15:46:41.496500,1.51,23.56,1015.25,48.48,2.1,2.4,2.2,2.4
2025-08-19 15:46:41.581672,1.59,23.57,1015.24,48.47,2.1,2.4,2.1,2.4
2025-08-19 15:46:41.665777,1.68,23.57,1015.25,48.48,2.1,2.35,2.2,2.4
2025-08-19 15:46:41.749044,1.76,23.57,1015.24,48.47,2.1,2.4,2.2,2.4
2025-08-19 15:46:41.832943,1.84,23.57,1015.23,48.47,2.0,2.4,2.1,2.4
2025-08-19 15:46:41.918825,1.93,23.57,1015.23,48.46,2.2,2.4,2.2,2.35
2025-08-19 15:46:42.000020,2.01,23.57,1015.27,48.46,2.1,2.35,2.1,2.35
2025-08-19 15:46:42.089089,2.1,23.57,1015.26,48.46,2.2,2.45,2.3,2.45
2025-08-19 15:46:42.170336,2.18,23.57,1015.26,48.45,2.1,2.4,2.1,2.35
2025-08-19 15:46:42.256298,2.27,23.58,1015.26,48.45,2.1,2.4,2.2,2.4
2025-08-19 15:46:42.339717,2.35,23.58,1015.26,48.45,2.1,2.35,2.0,2.35
2025-08-19 15:46:42.422815,2.43,23.58,1015.26,48.45,2.0,2.4,2.1,2.4
2025-08-19 15:46:42.505753,2.52,23.58,1015.26,48.45,2.1,2.35,2.1,2.35
2025-08-19 15:46:42.592756,2.6,23.58,1015.26,48.45,2.2,2.4,2.2,2.4
2025-08-19 15:46:42.674972,2.69,23.58,1015.26,48.42,2.1,2.35,2.1,2.4
2025-08-19 15:46:42.760678,2.77,23.58,1015.26,48.44,2.1,2.35,2.2,2.4
2025-08-19 15:46:42.845321,2.86,23.58,1015.25,48.44,2.2,2.45,2.1,2.35
2025-08-19 15:46:42.929485,2.94,23.58,1015.25,48.43,2.0,2.4,2.2,2.4
2025-08-19 15:46:43.015553,3.03,23.58,1015.25,48.42,2.2,2.4,2.2,2.35
2025-08-19 15:46:43.097924,3.11,23.58,1015.24,48.42,2.1,2.4,2.2,2.4
