Timestamp,Normalized Timestamp (s),Temperature (C),Pressure (hPa),Humidity (%),VOC (ppm),CO2 (ppm),MQ3 (ppm),HCHO (ppm)
2025-08-19 13:41:58.665253,0.0,24.15,1015.48,46.3,2.6,3.25,2.7,3.25
2025-08-19 13:41:58.743620,0.08,24.16,1015.5,46.29,2.7,3.25,2.6,3.2
2025-08-19 13:41:58.820208,0.15,24.17,1015.49,46.28,2.6,3.25,2.7,3.25
2025-08-19 13:41:58.897652,0.23,24.18,1015.53,46.28,2.7,3.25,2.6,3.25
2025-08-19 13:41:58.974158,0.31,24.19,1015.52,46.3,2.7,3.25,2.6,3.2
2025-08-19 13:41:59.051046,0.39,24.2,1015.53,46.29,2.7,3.3,2.6,3.25
2025-08-19 13:41:59.129204,0.46,24.21,1015.52,46.29,2.7,3.25,2.6,3.2
2025-08-19 13:41:59.205591,0.54,24.22,1015.5,46.29,2.7,3.25,2.6,3.25
2025-08-19 13:41:59.282452,0.62,24.22,1015.52,46.28,2.7,3.25,2.6,3.2
2025-08-19 13:41:59.358738,0.69,24.23,1015.51,46.31,2.7,3.2,2.9,3.25
2025-08-19 13:41:59.435831,0.77,24.23,1015.5,46.31,2.7,3.25,2.6,3.25
2025-08-19 13:41:59.512290,0.85,24.24,1015.53,46.29,2.7,3.25,2.6,3.25
2025-08-19 13:41:59.589864,0.92,24.24,1015.52,46.29,2.7,3.25,2.6,3.25
2025-08-19 13:41:59.666359,1.0,24.25,1015.52,46.31,2.5,3.2,2.6,3.2
2025-08-19 13:41:59.752763,1.09,24.25,1015.51,46.3,2.6,3.2,2.7,3.25
2025-08-19 13:41:59.835920,1.17,24.25,1015.51,46.28,2.5,3.2,2.6,3.2
2025-08-19 13:41:59.924564,1.26,24.25,1015.5,46.28,2.6,3.2,2.6,3.25
2025-08-19 13:42:00.008596,1.34,24.25,1015.5,46.29,2.6,3.15,2.5,3.2
2025-08-19 13:42:00.094064,1.43,24.26,1015.5,46.28,2.5,3.2,2.6,3.15
2025-08-19 13:42:00.179179,1.51,24.26,1015.5,46.28,2.6,3.2,2.5,3.2
2025-08-19 13:42:00.267156,1.6,24.26,1015.53,46.27,2.6,3.2,2.6,3.25
2025-08-19 13:42:00.350102,1.68,24.26,1015.53,46.27,2.5,3.2,2.5,3.2
2025-08-19 13:42:00.436417,1.77,24.26,1015.52,46.27,2.6,3.25,2.6,3.25
2025-08-19 13:42:00.519202,1.85,24.26,1015.53,46.27,2.5,3.2,2.6,3.2
2025-08-19 13:42:00.604197,1.94,24.26,1015.52,46.28,2.6,3.25,2.6,3.25
2025-08-19 13:42:00.688931,2.02,24.26,1015.51,46.26,2.5,3.15,2.6,3.2
2025-08-19 13:42:00.774537,2.11,24.27,1015.51,46.27,2.5,3.2,2.6,3.2
2025-08-19 13:42:00.859954,2.19,24.27,1015.51,46.27,2.6,3.2,2.5,3.2
2025-08-19 13:42:00.945307,2.28,24.27,1015.5,46.26,2.5,3.25,2.6,3.25
2025-08-19 13:42:01.028364,2.36,24.27,1015.5,46.27,2.5,3.2,2.6,3.2
2025-08-19 13:42:01.115302,2.45,24.27,1015.5,46.26,2.5,3.2,2.6,3.2
2025-08-19 13:42:01.200930,2.54,24.27,1015.49,46.26,2.6,3.25,2.7,3.2
2025-08-19 13:42:01.283835,2.62,24.27,1015.49,46.25,2.5,3.2,2.5,3.2
2025-08-19 13:42:01.370863,2.71,24.27,1015.49,46.26,2.5,3.25,2.5,3.2
2025-08-19 13:42:01.453704,2.79,24.27,1015.49,46.24,2.5,3.15,2.6,3.2
2025-08-19 13:42:01.542084,2.88,24.27,1015.49,46.24,2.6,3.25,2.6,3.2
2025-08-19 13:42:01.624848,2.96,24.27,1015.49,46.23,2.6,3.15,2.5,3.15
2025-08-19 13:42:01.708843,3.04,24.27,1015.49,46.23,2.6,3.15,2.6,3.25
2025-08-19 13:42:01.794255,3.13,24.27,1015.49,46.24,2.6,3.25,2.5,3.2
2025-08-19 13:42:01.878536,3.21,24.27,1015.5,46.24,2.5,3.2,2.6,3.2
2025-08-19 13:42:01.963918,3.3,24.28,1015.49,46.24,2.6,3.2,2.6,3.2
2025-08-19 13:42:02.047174,3.38,24.28,1015.49,46.23,2.5,3.2,2.5,3.2
2025-08-19 13:42:02.133019,3.47,24.28,1015.49,46.23,2.6,3.2,2.5,3.2
