Timestamp,Normalized Timestamp (s),Temperature (C),Pressure (hPa),Humidity (%),VOC (ppm),CO2 (ppm),MQ3 (ppm),HCHO (ppm)
2025-08-19 16:26:32.340669,0.0,28.02,1015.13,39.83,0.8,1.05,0.8,1.0
2025-08-19 16:26:32.417245,0.08,28.03,1015.11,39.82,0.9,1.05,0.8,1.05
2025-08-19 16:26:32.504130,0.16,28.04,1015.12,39.82,0.9,1.05,0.7,1.05
2025-08-19 16:26:32.591635,0.25,28.05,1015.11,39.84,0.8,1.05,0.8,1.05
2025-08-19 16:26:32.679337,0.34,28.06,1015.13,39.84,0.9,0.85,0.8,1.05
2025-08-19 16:26:32.767659,0.43,28.06,1015.11,39.84,0.9,1.05,0.8,1.05
2025-08-19 16:26:32.854872,0.51,28.07,1015.16,39.84,0.9,1.05,0.9,1.05
2025-08-19 16:26:32.942391,0.6,28.08,1015.14,39.84,0.8,1.0,0.8,1.05
2025-08-19 16:26:33.030352,0.69,28.08,1015.13,39.84,0.9,1.05,0.8,1.05
2025-08-19 16:26:33.117431,0.78,28.09,1015.16,39.85,0.8,1.05,0.7,1.05
2025-08-19 16:26:33.204703,0.86,28.09,1015.15,39.85,0.8,1.05,1.0,1.05
2025-08-19 16:26:33.292640,0.95,28.1,1015.14,39.83,0.7,1.05,0.8,1.05
2025-08-19 16:26:33.376288,1.04,28.1,1015.13,39.84,0.7,1.0,0.7,1.0
2025-08-19 16:26:33.462956,1.12,28.1,1015.13,39.84,0.7,1.0,0.7,1.05
2025-08-19 16:26:33.548564,1.21,28.11,1015.13,39.83,0.7,1.0,0.7,1.0
2025-08-19 16:26:33.633575,1.29,28.11,1015.14,39.83,0.7,1.05,0.8,1.0
2025-08-19 16:26:33.716998,1.38,28.11,1015.14,39.83,0.7,1.0,0.7,1.05
2025-08-19 16:26:33.803519,1.46,28.11,1015.13,39.83,0.7,1.05,0.8,1.05
2025-08-19 16:26:33.885995,1.55,28.11,1015.14,39.83,0.7,1.0,0.7,1.0
2025-08-19 16:26:33.971505,1.63,28.12,1015.14,39.83,0.7,1.0,0.7,1.0
2025-08-19 16:26:34.056504,1.72,28.12,1015.14,39.84,0.7,1.0,0.7,1.0
