Timestamp,Normalized Timestamp (s),Temperature (C),Pressure (hPa),Humidity (%),VOC (ppm),CO2 (ppm),MQ3 (ppm),HCHO (ppm)
2025-08-19 12:01:38.427428,0.0,24.05,1016.26,48.1,2.5,3.55,2.5,3.55
2025-08-19 12:01:38.504628,0.08,24.06,1016.24,48.12,2.4,3.55,2.5,3.55
2025-08-19 12:01:38.582353,0.15,24.07,1016.25,48.13,2.4,3.55,2.5,3.55
2025-08-19 12:01:38.658598,0.23,24.08,1016.25,48.12,2.5,3.5,2.4,3.55
2025-08-19 12:01:38.736163,0.31,24.09,1016.23,48.13,2.6,3.55,2.2,3.55
2025-08-19 12:01:38.812350,0.38,24.1,1016.21,48.12,2.4,3.5,2.4,3.5
2025-08-19 12:01:38.890145,0.46,24.11,1016.22,48.12,2.6,3.55,2.5,3.55
2025-08-19 12:01:38.966264,0.54,24.11,1016.21,48.12,2.7,3.5,2.6,3.55
2025-08-19 12:01:39.043185,0.62,24.12,1016.23,48.12,2.6,3.5,2.5,3.55
2025-08-19 12:01:39.119697,0.69,24.13,1016.22,48.12,2.6,3.45,2.5,3.45
2025-08-19 12:01:39.195844,0.77,24.13,1016.21,48.12,2.6,3.55,2.4,3.5
2025-08-19 12:01:39.273412,0.85,24.14,1016.2,48.12,2.6,3.55,2.5,3.55
2025-08-19 12:01:39.349516,0.92,24.14,1016.22,48.13,2.5,3.5,2.5,3.55
2025-08-19 12:01:39.427659,1.0,24.14,1016.22,48.12,2.4,3.55,2.4,3.5
2025-08-19 12:01:39.513793,1.09,24.15,1016.22,48.12,2.4,3.5,2.4,3.5
2025-08-19 12:01:39.599413,1.17,24.15,1016.21,48.12,2.5,3.55,2.5,3.55
2025-08-19 12:01:39.681052,1.25,24.15,1016.21,48.12,2.2,3.5,2.4,3.5
2025-08-19 12:01:39.766529,1.34,24.15,1016.2,48.11,2.5,3.5,2.5,3.55
2025-08-19 12:01:39.850228,1.42,24.15,1016.2,48.12,2.5,3.55,2.5,3.5
2025-08-19 12:01:39.934330,1.51,24.16,1016.2,48.11,2.4,3.5,2.5,3.55
2025-08-19 12:01:40.020150,1.59,24.16,1016.19,48.11,2.5,3.55,2.5,3.65
2025-08-19 12:01:40.101821,1.67,24.16,1016.22,48.11,2.4,3.5,2.5,3.55
2025-08-19 12:01:40.186407,1.76,24.16,1016.22,48.11,2.5,3.55,2.5,3.55
2025-08-19 12:01:40.269624,1.84,24.16,1016.23,48.11,2.4,3.5,2.5,3.55
2025-08-19 12:01:40.353759,1.93,24.16,1016.22,48.09,2.5,3.55,2.4,3.5
2025-08-19 12:01:40.437557,2.01,24.16,1016.21,48.09,2.3,3.55,2.5,3.5
2025-08-19 12:01:40.522834,2.1,24.16,1016.2,48.08,2.5,3.55,2.5,3.55
2025-08-19 12:01:40.604555,2.18,24.17,1016.21,48.07,2.3,3.5,2.4,3.5
2025-08-19 12:01:40.690501,2.26,24.17,1016.21,48.07,2.5,3.5,2.5,3.5
2025-08-19 12:01:40.776323,2.35,24.17,1016.21,48.06,2.4,3.55,2.5,3.55
2025-08-19 12:01:40.860580,2.43,24.17,1016.21,48.06,2.4,3.5,2.5,3.5
2025-08-19 12:01:40.944005,2.52,24.17,1016.21,48.06,2.4,3.5,2.4,3.5
2025-08-19 12:01:41.031031,2.6,24.17,1016.21,48.06,2.4,3.45,2.5,3.55
2025-08-19 12:01:41.113797,2.69,24.17,1016.2,48.04,2.4,3.5,2.4,3.45
2025-08-19 12:01:41.202412,2.78,24.17,1016.2,48.04,2.5,3.55,2.5,3.55
2025-08-19 12:01:41.284576,2.86,24.17,1016.2,48.05,2.4,3.55,2.4,3.5
2025-08-19 12:01:41.369482,2.94,24.18,1016.2,48.05,2.4,3.5,2.5,3.55
2025-08-19 12:01:41.453743,3.03,24.18,1016.2,48.04,2.4,3.55,2.5,3.55
2025-08-19 12:01:41.536990,3.11,24.18,1016.2,48.02,2.5,3.55,2.5,3.55
2025-08-19 12:01:41.619899,3.19,24.18,1016.21,48.04,2.4,3.5,2.4,3.5
2025-08-19 12:01:41.705822,3.28,24.18,1016.2,48.04,2.5,3.55,2.5,3.55
2025-08-19 12:01:41.788285,3.36,24.18,1016.27,48.03,2.4,3.5,2.5,3.55
2025-08-19 12:01:41.871771,3.44,24.18,1016.26,48.02,2.4,3.5,2.4,3.4
2025-08-19 12:01:41.957531,3.53,24.18,1016.25,48.01,2.5,3.55,2.5,3.55
2025-08-19 12:01:42.038631,3.61,24.18,1016.25,48.02,2.4,3.5,2.4,3.5
2025-08-19 12:01:42.124955,3.7,24.18,1016.25,48.02,2.5,3.5,2.5,3.55
2025-08-19 12:01:42.206130,3.78,24.18,1016.24,48.02,2.4,3.5,2.4,3.55
2025-08-19 12:01:42.291665,3.86,24.18,1016.24,48.0,2.3,3.55,2.5,3.55
2025-08-19 12:01:42.375079,3.95,24.18,1016.24,48.02,2.5,3.55,2.4,3.55
2025-08-19 12:01:42.458051,4.03,24.18,1016.25,47.99,2.4,3.55,2.5,3.5
2025-08-19 12:01:42.543321,4.12,24.18,1016.24,47.99,2.5,3.5,2.4,3.5
2025-08-19 12:01:42.624373,4.2,24.18,1016.24,47.99,2.4,3.45,2.4,3.5
2025-08-19 12:01:42.711968,4.28,24.18,1016.25,48.0,2.4,3.55,2.5,3.55
2025-08-19 12:01:42.795614,4.37,24.18,1016.25,47.98,2.4,3.45,2.4,3.5
2025-08-19 12:01:42.881263,4.45,24.18,1016.25,47.98,2.4,3.5,2.4,3.55
2025-08-19 12:01:42.966580,4.54,24.19,1016.24,47.97,2.5,3.55,2.4,3.55
2025-08-19 12:01:43.049415,4.62,24.19,1016.24,47.95,2.5,3.55,2.4,3.55
2025-08-19 12:01:43.134716,4.71,24.19,1016.24,47.97,2.4,3.55,2.4,3.5
2025-08-19 12:01:43.218730,4.79,24.19,1016.24,47.96,2.4,3.55,2.4,3.55
2025-08-19 12:01:43.301703,4.87,24.19,1016.24,47.96,2.5,3.55,2.4,3.5
2025-08-19 12:01:43.388288,4.96,24.19,1016.24,47.96,2.4,3.55,2.4,3.55
2025-08-19 12:01:43.473224,5.05,24.19,1016.24,47.95,2.4,3.55,2.5,3.5
2025-08-19 12:01:43.557827,5.13,24.19,1016.25,47.95,2.4,3.55,2.5,3.5
2025-08-19 12:01:43.643145,5.22,24.19,1016.25,47.94,2.5,3.5,2.5,3.55
2025-08-19 12:01:43.726102,5.3,24.19,1016.25,47.95,2.4,3.5,2.4,3.5
2025-08-19 12:01:43.812029,5.38,24.19,1016.25,47.94,2.4,3.55,2.4,3.55
2025-08-19 12:01:43.897058,5.47,24.19,1016.25,47.94,2.4,3.5,2.5,3.55
2025-08-19 12:01:43.980168,5.55,24.19,1016.25,47.92,2.5,3.55,2.5,3.5
2025-08-19 12:01:44.064158,5.64,24.19,1016.25,47.93,2.4,3.55,2.5,3.5
2025-08-19 12:01:44.149649,5.72,24.19,1016.25,47.92,2.5,3.55,2.5,3.55
2025-08-19 12:01:44.231701,5.8,24.19,1016.25,47.92,2.5,3.5,2.5,3.5
2025-08-19 12:01:44.317882,5.89,24.19,1016.25,47.93,2.5,3.5,2.4,3.55
2025-08-19 12:01:44.400830,5.97,24.19,1016.25,47.92,2.4,3.55,2.4,3.55
2025-08-19 12:01:44.484104,6.06,24.19,1016.25,47.91,2.5,3.55,2.5,3.55
2025-08-19 12:01:44.567145,6.14,24.19,1016.25,47.91,2.4,3.5,2.4,3.5
2025-08-19 12:01:44.653986,6.23,24.19,1016.25,47.89,2.5,3.55,2.5,3.5
2025-08-19 12:01:44.735302,6.31,24.2,1016.27,47.91,2.4,3.5,2.4,3.5
2025-08-19 12:01:44.821158,6.39,24.2,1016.28,47.91,2.5,3.55,2.5,3.55
2025-08-19 12:01:44.905105,6.48,24.2,1016.27,47.9,2.5,3.55,2.5,3.5
2025-08-19 12:01:44.990908,6.56,24.2,1016.27,47.89,2.4,3.55,2.4,3.55
2025-08-19 12:01:45.075973,6.65,24.2,1016.27,47.9,2.5,3.55,2.5,3.55
2025-08-19 12:01:45.158626,6.73,24.2,1016.27,47.9,2.4,3.5,2.4,3.5
2025-08-19 12:01:45.245148,6.82,24.2,1016.27,47.91,2.5,3.55,2.5,3.55
2025-08-19 12:01:45.327314,6.9,24.2,1016.27,47.9,2.4,3.5,2.4,3.5
