Timestamp,Normalized Timestamp (s),Temperature (C),Pressure (hPa),Humidity (%),VOC (ppm),CO2 (ppm),MQ3 (ppm),HCHO (ppm)
2025-08-19 10:57:20.422457,0.0,23.03,1015.9,52.76,2.5,1.1,2.7,1.05
2025-08-19 10:57:20.498561,0.08,23.04,1015.92,52.77,2.3,1.1,2.9,1.15
2025-08-19 10:57:20.576796,0.15,23.05,1015.91,52.77,2.6,1.05,2.1,1.1
2025-08-19 10:57:20.652935,0.23,23.06,1015.94,52.77,2.3,1.1,2.7,1.1
2025-08-19 10:57:20.729812,0.31,23.07,1015.93,52.78,2.4,1.0,2.5,1.0
2025-08-19 10:57:20.816333,0.39,23.08,1015.94,52.77,2.4,1.15,2.6,1.1
2025-08-19 10:57:20.893121,0.47,23.08,1015.93,52.78,2.5,1.15,2.7,1.05
2025-08-19 10:57:20.969336,0.55,23.09,1015.92,52.78,2.5,1.05,2.3,1.1
2025-08-19 10:57:21.046165,0.62,23.1,1015.93,52.76,2.2,1.1,2.2,1.05
2025-08-19 10:57:21.122144,0.7,23.1,1015.92,52.78,2.4,1.0,2.5,1.1
2025-08-19 10:57:21.199067,0.78,23.11,1015.91,52.78,2.5,1.1,2.4,1.1
2025-08-19 10:57:21.275123,0.85,23.11,1015.9,52.77,2.5,1.05,2.6,1.05
2025-08-19 10:57:21.351502,0.93,23.12,1015.93,52.76,2.6,1.1,2.4,1.1
2025-08-19 10:57:21.434379,1.01,23.12,1015.92,52.77,2.4,1.3,2.3,1.05
2025-08-19 10:57:21.521010,1.1,23.12,1015.92,52.76,2.2,1.05,2.2,1.15
2025-08-19 10:57:21.604863,1.18,23.13,1015.92,52.77,2.3,1.05,2.3,1.0
2025-08-19 10:57:21.687352,1.26,23.13,1015.91,52.77,2.3,1.05,2.5,1.05
2025-08-19 10:57:21.773159,1.35,23.13,1015.91,52.76,1.7,1.9,2.5,1.05
2025-08-19 10:57:21.854185,1.43,23.13,1015.91,52.76,2.5,1.05,2.4,1.05
2025-08-19 10:57:21.939579,1.52,23.13,1015.9,52.76,2.2,1.05,2.3,1.05
2025-08-19 10:57:22.022950,1.6,23.13,1015.89,52.76,2.0,1.05,2.5,1.45
2025-08-19 10:57:22.106846,1.68,23.13,1015.9,52.77,2.3,1.05,1.8,1.1
2025-08-19 10:57:22.189478,1.77,23.14,1015.92,52.76,2.6,1.05,2.4,1.05
2025-08-19 10:57:22.276508,1.85,23.14,1015.92,52.76,2.4,0.5,2.3,1.15
2025-08-19 10:57:22.357673,1.94,23.14,1015.92,52.76,2.3,0.95,2.4,1.1
2025-08-19 10:57:22.445751,2.02,23.14,1015.92,52.75,2.6,1.25,2.7,1.05
2025-08-19 10:57:22.528000,2.11,23.14,1015.91,52.76,2.8,1.3,2.4,1.05
2025-08-19 10:57:22.611071,2.19,23.14,1015.91,52.74,2.3,1.1,2.3,1.05
2025-08-19 10:57:22.696588,2.27,23.14,1015.91,52.74,2.3,1.05,2.4,1.1
2025-08-19 10:57:22.778271,2.36,23.15,1015.9,52.75,3.0,1.05,2.7,1.05
2025-08-19 10:57:22.863476,2.44,23.15,1015.9,52.75,2.6,0.65,2.3,1.05
2025-08-19 10:57:22.946856,2.52,23.15,1015.9,52.72,2.3,1.0,2.1,1.1
2025-08-19 10:57:23.033036,2.61,23.15,1015.89,52.74,2.4,2.3,2.5,1.1
2025-08-19 10:57:23.117290,2.69,23.15,1015.9,52.74,2.4,1.05,2.5,1.05
2025-08-19 10:57:23.201654,2.78,23.15,1015.9,52.73,2.3,1.15,2.6,1.0
2025-08-19 10:57:23.284569,2.86,23.15,1015.9,52.72,2.4,0.0,2.5,1.05
2025-08-19 10:57:23.368964,2.95,23.15,1015.9,52.72,2.4,1.1,2.5,1.05
2025-08-19 10:57:23.451676,3.03,23.15,1015.91,52.72,2.2,0.65,2.7,1.05
2025-08-19 10:57:23.538989,3.12,23.15,1015.9,52.72,2.5,1.0,2.4,1.0
2025-08-19 10:57:23.623390,3.2,23.15,1015.89,52.72,2.1,1.05,2.0,1.05
2025-08-19 10:57:23.708173,3.29,23.15,1015.88,52.72,2.2,1.05,1.7,1.1
2025-08-19 10:57:23.790978,3.37,23.15,1015.88,52.71,2.3,1.05,2.8,1.05
2025-08-19 10:57:23.878136,3.46,23.15,1015.88,52.7,2.4,1.05,2.4,1.3
2025-08-19 10:57:23.961641,3.54,23.15,1015.89,52.71,2.3,1.0,2.3,1.0
2025-08-19 10:57:24.046110,3.62,23.16,1015.91,52.71,2.3,1.0,2.4,1.1
2025-08-19 10:57:24.131550,3.71,23.16,1015.91,52.7,2.4,1.05,2.3,1.1
2025-08-19 10:57:24.214655,3.79,23.16,1015.92,52.71,2.4,0.95,2.3,1.05
2025-08-19 10:57:24.304612,3.88,23.16,1015.92,52.7,2.5,1.2,2.3,1.05
2025-08-19 10:57:24.385871,3.96,23.16,1015.92,52.7,2.5,1.0,2.4,1.05
2025-08-19 10:57:24.471763,4.05,23.16,1015.91,52.7,2.4,0.9,2.3,1.05
2025-08-19 10:57:24.555311,4.13,23.16,1015.91,52.7,2.3,0.9,2.5,1.05
2025-08-19 10:57:24.640581,4.22,23.16,1015.91,52.69,2.3,1.0,2.2,1.05
2025-08-19 10:57:24.725523,4.3,23.16,1015.91,52.69,2.2,0.2,2.5,1.05
