Timestamp,Normalized Timestamp (s),Temperature (C),Pressure (hPa),Humidity (%),VOC (ppm),CO2 (ppm),MQ3 (ppm),HCHO (ppm)
2025-08-19 17:08:16.381784,0.0,23.64,1014.97,49.23,2.3,1.1,2.3,1.1
2025-08-19 17:08:16.461378,0.08,23.65,1015.01,49.23,3.0,1.0,2.4,0.85
2025-08-19 17:08:16.537518,0.16,23.66,1014.98,49.23,2.3,1.05,2.4,2.95
2025-08-19 17:08:16.613887,0.23,23.67,1014.99,49.24,2.4,1.0,2.2,1.9
2025-08-19 17:08:16.690562,0.31,23.67,1014.97,49.21,2.3,1.05,2.0,1.45
2025-08-19 17:08:16.766932,0.39,23.68,1014.99,49.23,2.2,1.15,2.1,1.35
2025-08-19 17:08:16.844738,0.46,23.69,1014.98,49.24,2.6,0.9,2.6,1.15
2025-08-19 17:08:16.920933,0.54,23.7,1014.97,49.23,2.2,1.15,2.5,1.1
2025-08-19 17:08:16.998651,0.62,23.71,1014.99,49.24,2.5,1.05,2.5,1.1
2025-08-19 17:08:17.074829,0.69,23.71,1014.98,49.24,0.9,1.05,2.2,1.1
2025-08-19 17:08:17.151215,0.77,23.72,1014.97,49.23,2.3,1.05,3.0,1.05
2025-08-19 17:08:17.227271,0.85,23.72,1014.98,49.24,2.1,0.45,2.7,1.1
2025-08-19 17:08:17.304678,0.92,23.73,1014.97,49.24,3.9,1.0,2.1,1.15
2025-08-19 17:08:17.386947,1.01,23.73,1014.97,49.23,2.2,0.95,2.3,1.0
2025-08-19 17:08:17.476380,1.09,23.73,1014.96,49.23,2.3,0.8,2.0,1.1
2025-08-19 17:08:17.561264,1.18,23.74,1014.96,49.23,2.3,1.05,2.2,1.1
2025-08-19 17:08:17.646441,1.26,23.74,1014.96,49.23,2.3,1.05,2.3,1.05
2025-08-19 17:08:17.729653,1.35,23.74,1014.96,49.22,4.3,0.95,2.3,1.05
2025-08-19 17:08:17.815557,1.43,23.74,1014.95,49.23,2.6,1.05,2.5,1.0
2025-08-19 17:08:17.899270,1.52,23.74,1014.95,49.22,2.2,1.1,2.2,1.1
2025-08-19 17:08:17.987870,1.61,23.74,1014.98,49.23,2.2,1.0,2.3,1.1
2025-08-19 17:08:18.073208,1.69,23.74,1014.98,49.22,2.1,1.05,2.2,1.05
2025-08-19 17:08:18.156675,1.77,23.74,1014.98,49.23,2.2,1.0,2.2,1.05
2025-08-19 17:08:18.242587,1.86,23.75,1014.98,49.21,2.2,1.1,2.5,1.25
2025-08-19 17:08:18.323990,1.94,23.75,1014.98,49.23,2.3,1.1,2.2,1.1
2025-08-19 17:08:18.408018,2.03,23.75,1014.98,49.2,2.2,1.0,2.1,1.1
2025-08-19 17:08:18.492223,2.11,23.75,1014.98,49.22,2.3,1.05,2.1,1.15
2025-08-19 17:08:18.575378,2.19,23.75,1014.97,49.2,2.5,1.0,2.3,1.0
2025-08-19 17:08:18.659250,2.28,23.75,1014.97,49.21,2.1,1.2,2.3,1.1
2025-08-19 17:08:18.745176,2.36,23.75,1014.97,49.21,2.6,0.75,2.3,1.1
2025-08-19 17:08:18.826807,2.45,23.75,1014.97,49.22,2.3,1.05,2.4,1.05
2025-08-19 17:08:18.911272,2.53,23.75,1014.97,49.21,2.3,1.0,2.3,1.0
2025-08-19 17:08:18.998679,2.62,23.76,1014.97,49.21,2.2,1.05,2.2,1.05
2025-08-19 17:08:19.081881,2.7,23.76,1014.96,49.2,2.2,1.1,2.6,1.1
2025-08-19 17:08:19.164888,2.78,23.76,1014.97,49.19,1.7,1.1,2.1,1.05
2025-08-19 17:08:19.251916,2.87,23.76,1014.97,49.18,4.2,1.05,2.2,1.05
2025-08-19 17:08:19.334765,2.95,23.76,1014.97,49.21,2.3,1.0,2.3,1.0
2025-08-19 17:08:19.420801,3.04,23.76,1014.97,49.19,2.2,1.1,1.7,1.05
2025-08-19 17:08:19.504290,3.12,23.76,1014.97,49.19,2.3,1.3,2.4,1.0
2025-08-19 17:08:19.589349,3.21,23.76,1014.96,49.17,2.3,1.05,2.3,1.0
2025-08-19 17:08:19.674520,3.29,23.76,1014.96,49.19,2.2,1.05,2.3,0.95
2025-08-19 17:08:19.757271,3.38,23.76,1014.96,49.19,2.1,1.1,2.5,1.15
2025-08-19 17:08:19.840521,3.46,23.76,1014.96,49.19,3.9,1.1,2.1,1.05
2025-08-19 17:08:19.924925,3.54,23.76,1014.96,49.19,1.0,0.8,2.3,1.05
2025-08-19 17:08:20.008145,3.63,23.76,1014.99,49.18,2.2,1.05,2.4,1.05
2025-08-19 17:08:20.098006,3.72,23.76,1014.99,49.17,2.1,1.05,2.3,1.05
2025-08-19 17:08:20.183367,3.8,23.76,1014.99,49.17,2.2,0.75,2.6,0.95
2025-08-19 17:08:20.268537,3.89,23.76,1014.99,49.17,2.3,1.05,2.3,1.05
2025-08-19 17:08:20.354281,3.97,23.76,1014.99,49.17,2.3,1.1,0.8,1.0
2025-08-19 17:08:20.437759,4.06,23.76,1014.99,49.16,2.0,1.05,2.4,1.1
2025-08-19 17:08:20.524139,4.14,23.76,1014.98,49.17,2.3,1.1,2.5,1.05
2025-08-19 17:08:20.608199,4.23,23.77,1014.98,49.16,2.5,1.25,1.9,0.95
2025-08-19 17:08:20.696388,4.31,23.77,1014.99,49.16,2.4,1.1,2.2,1.05
2025-08-19 17:08:20.781824,4.4,23.77,1014.98,49.16,2.3,0.65,2.4,1.0
2025-08-19 17:08:20.863869,4.48,23.77,1014.98,49.16,2.1,1.05,2.3,0.95
2025-08-19 17:08:20.949220,4.57,23.77,1014.98,49.16,2.2,1.05,0.7,1.05
2025-08-19 17:08:21.033928,4.65,23.77,1014.99,49.15,2.3,1.05,2.3,1.2
2025-08-19 17:08:21.117075,4.74,23.77,1014.99,49.15,2.4,1.0,2.1,1.1
2025-08-19 17:08:21.200364,4.82,23.77,1014.98,49.16,2.1,1.0,2.1,0.6
2025-08-19 17:08:21.287837,4.91,23.77,1014.98,49.15,2.4,1.1,2.3,0.85
2025-08-19 17:08:21.370758,4.99,23.77,1014.98,49.14,2.2,1.35,2.2,1.05
2025-08-19 17:08:21.457643,5.08,23.77,1014.98,49.15,2.4,0.75,2.5,1.15
2025-08-19 17:08:21.540013,5.16,23.77,1014.98,49.12,3.0,0.0,1.9,1.05
2025-08-19 17:08:21.625749,5.24,23.77,1014.98,49.14,2.0,0.95,2.3,1.1
2025-08-19 17:08:21.710337,5.33,23.77,1014.97,49.14,2.2,1.15,4.0,1.0
2025-08-19 17:08:21.795507,5.41,23.77,1014.97,49.14,3.0,1.3,3.1,1.1
2025-08-19 17:08:21.878691,5.5,23.77,1014.97,49.13,2.4,1.05,2.1,1.0
2025-08-19 17:08:21.965408,5.58,23.77,1014.98,49.13,2.4,1.05,2.0,1.15
2025-08-19 17:08:22.047680,5.67,23.77,1014.97,49.13,2.3,1.0,4.0,1.2
2025-08-19 17:08:22.131779,5.75,23.77,1014.97,49.13,2.3,1.05,3.0,1.0
2025-08-19 17:08:22.214680,5.83,23.77,1014.96,49.13,2.2,1.0,2.7,1.05
2025-08-19 17:08:22.302999,5.92,23.77,1014.96,49.14,2.3,1.05,2.3,1.05
2025-08-19 17:08:22.386124,6.0,23.77,1014.96,49.12,2.2,1.05,2.3,1.05
2025-08-19 17:08:22.472732,6.09,23.77,1014.96,49.12,2.1,1.05,1.8,1.0
2025-08-19 17:08:22.555892,6.17,23.77,1014.96,49.12,2.3,1.05,2.3,1.1
2025-08-19 17:08:22.640265,6.26,23.77,1014.96,49.12,2.1,1.05,2.2,1.1
2025-08-19 17:08:22.725950,6.34,23.77,1014.96,49.13,2.1,1.05,2.4,1.05
