Timestamp,Normalized Timestamp (s),Temperature (C),Pressure (hPa),Humidity (%),VOC (ppm),CO2 (ppm),MQ3 (ppm),HCHO (ppm)
2025-08-19 11:40:22.335312,0.0,23.51,1015.89,50.13,2.3,1.2,2.3,1.05
2025-08-19 11:40:22.411359,0.08,23.52,1015.89,50.14,2.5,1.05,2.4,1.05
2025-08-19 11:40:22.487991,0.15,23.53,1015.89,50.11,2.8,1.0,2.5,1.05
2025-08-19 11:40:22.563956,0.23,23.54,1015.88,50.13,2.6,1.05,2.4,1.0
2025-08-19 11:40:22.640477,0.31,23.55,1015.89,50.12,2.3,0.95,2.4,1.05
2025-08-19 11:40:22.716400,0.38,23.56,1015.89,50.13,2.2,1.05,2.4,1.05
2025-08-19 11:40:22.792686,0.46,23.57,1015.9,50.14,2.4,1.0,2.6,1.0
2025-08-19 11:40:22.869855,0.53,23.58,1015.88,50.14,2.4,1.05,2.3,0.9
2025-08-19 11:40:22.945956,0.61,23.59,1015.91,50.15,2.3,1.0,2.4,1.1
2025-08-19 11:40:23.023177,0.69,23.59,1015.9,50.13,2.6,1.0,2.5,1.0
2025-08-19 11:40:23.099115,0.76,23.6,1015.89,50.14,2.5,1.05,2.6,1.0
2025-08-19 11:40:23.175373,0.84,23.6,1015.89,50.15,2.6,1.0,2.2,1.0
2025-08-19 11:40:23.251368,0.92,23.61,1015.91,50.14,2.3,1.35,1.9,0.95
2025-08-19 11:40:23.334991,1.0,23.61,1015.91,50.14,1.9,1.05,2.4,1.05
2025-08-19 11:40:23.419644,1.08,23.62,1015.9,50.13,2.2,1.05,2.3,1.0
2025-08-19 11:40:23.505915,1.17,23.62,1015.9,50.14,2.3,1.05,2.6,1.05
2025-08-19 11:40:23.590884,1.26,23.62,1015.9,50.14,2.3,1.05,2.3,1.0
2025-08-19 11:40:23.673756,1.34,23.62,1015.89,50.12,2.2,1.0,2.5,1.05
2025-08-19 11:40:23.759056,1.42,23.62,1015.89,50.12,2.2,1.0,2.4,0.55
2025-08-19 11:40:23.843634,1.51,23.63,1015.92,50.13,2.5,1.05,1.3,0.95
