Timestamp,Normalized Timestamp (s),Temperature (C),Pressure (hPa),Humidity (%),VOC (ppm),CO2 (ppm),MQ3 (ppm),HCHO (ppm)
2025-08-19 15:46:38.082179,0.0,23.75,1014.99,48.24,2.2,1.1,2.2,1.1
2025-08-19 15:46:38.170155,0.09,23.76,1014.98,48.25,2.5,1.05,2.4,1.0
2025-08-19 15:46:38.246340,0.16,23.77,1014.99,48.25,2.2,1.15,2.2,1.05
2025-08-19 15:46:38.323818,0.24,23.78,1014.98,48.24,2.5,1.05,2.4,1.45
2025-08-19 15:46:38.399963,0.32,23.79,1014.99,48.25,2.2,0.95,2.5,1.1
2025-08-19 15:46:38.477670,0.4,23.8,1015.0,48.26,2.8,1.05,2.1,1.05
2025-08-19 15:46:38.564876,0.48,23.81,1014.98,48.26,2.9,1.2,2.3,1.1
2025-08-19 15:46:38.653377,0.57,23.82,1014.97,48.26,2.5,0.0,2.5,1.15
2025-08-19 15:46:38.730228,0.65,23.82,1014.99,48.26,1.5,1.3,2.3,1.1
2025-08-19 15:46:38.808346,0.73,23.83,1014.98,48.26,2.5,1.0,2.4,1.05
2025-08-19 15:46:38.884875,0.8,23.83,1014.97,48.25,2.4,1.1,2.1,1.0
2025-08-19 15:46:38.962548,0.88,23.84,1014.96,48.26,2.4,1.1,2.6,1.1
2025-08-19 15:46:39.039191,0.96,23.84,1015.01,48.25,2.2,0.85,2.3,0.65
2025-08-19 15:46:39.125899,1.04,23.84,1015.01,48.26,4.7,1.1,2.2,1.1
2025-08-19 15:46:39.207910,1.13,23.85,1014.99,48.23,1.3,1.05,2.3,1.05
2025-08-19 15:46:39.295326,1.21,23.85,1014.98,48.25,2.2,1.15,2.1,1.05
2025-08-19 15:46:39.378644,1.3,23.85,1014.98,48.25,2.7,1.05,2.4,1.1
2025-08-19 15:46:39.462428,1.38,23.85,1014.99,48.26,2.4,1.05,2.1,0.85
2025-08-19 15:46:39.547544,1.47,23.85,1014.99,48.23,2.3,1.1,2.4,1.15
2025-08-19 15:46:39.630375,1.55,23.86,1014.99,48.23,2.7,1.0,2.6,1.15
2025-08-19 15:46:39.717523,1.64,23.86,1014.98,48.23,2.3,1.05,2.4,1.1
2025-08-19 15:46:39.801027,1.72,23.86,1014.99,48.24,2.0,1.05,2.0,1.05
2025-08-19 15:46:39.886791,1.8,23.86,1014.99,48.22,2.3,1.1,2.5,1.05
2025-08-19 15:46:39.971712,1.89,23.86,1015.01,48.23,2.2,1.1,2.4,1.15
2025-08-19 15:46:40.062214,1.98,23.86,1015.01,48.22,2.1,1.1,2.3,1.1
2025-08-19 15:46:40.145067,2.06,23.86,1015.0,48.23,2.4,1.05,2.3,1.1
2025-08-19 15:46:40.228763,2.15,23.86,1015.01,48.23,2.3,1.05,2.5,1.1
2025-08-19 15:46:40.312202,2.23,23.87,1015.0,48.22,2.2,1.05,2.1,1.05
2025-08-19 15:46:40.398605,2.32,23.87,1015.0,48.22,2.3,1.25,2.4,0.0
2025-08-19 15:46:40.483445,2.4,23.87,1014.98,48.23,2.1,1.1,2.4,1.05
2025-08-19 15:46:40.568723,2.49,23.87,1015.0,48.22,2.2,1.25,2.3,1.35
2025-08-19 15:46:40.654008,2.57,23.87,1014.99,48.21,2.0,1.05,3.2,1.1
2025-08-19 15:46:40.736788,2.65,23.87,1014.99,48.21,3.3,1.15,2.3,1.1
2025-08-19 15:46:40.823294,2.74,23.87,1014.99,48.21,2.6,1.15,2.3,1.05
2025-08-19 15:46:40.906833,2.82,23.87,1014.99,48.2,2.5,1.05,2.3,1.1
2025-08-19 15:46:40.992670,2.91,23.87,1014.98,48.21,2.1,1.05,0.0,1.1
2025-08-19 15:46:41.077667,3.0,23.87,1014.98,48.19,2.3,1.05,2.0,1.05
2025-08-19 15:46:41.162454,3.08,23.87,1014.98,48.19,2.0,1.05,2.2,1.1
2025-08-19 15:46:41.245275,3.16,23.87,1014.98,48.21,2.2,1.05,2.3,1.0
2025-08-19 15:46:41.331434,3.25,23.87,1014.99,48.21,2.4,1.05,2.7,0.8
2025-08-19 15:46:41.414716,3.33,23.87,1014.99,48.19,1.9,1.05,3.0,0.8
2025-08-19 15:46:41.498671,3.42,23.87,1014.99,48.19,2.6,1.05,2.1,1.1
2025-08-19 15:46:41.581616,3.5,23.88,1014.99,48.19,2.0,0.95,2.1,1.05
2025-08-19 15:46:41.667282,3.59,23.88,1014.98,48.18,2.1,1.05,2.3,2.75
2025-08-19 15:46:41.750371,3.67,23.88,1014.97,48.18,2.3,1.15,2.1,1.05
2025-08-19 15:46:41.834947,3.75,23.88,1014.97,48.18,2.4,1.15,2.6,1.1
2025-08-19 15:46:41.925121,3.84,23.88,1014.97,48.18,2.4,1.1,2.3,1.1
2025-08-19 15:46:42.008779,3.93,23.88,1014.98,48.17,2.1,1.0,2.4,1.05
2025-08-19 15:46:42.098919,4.02,23.88,1014.99,48.17,2.3,1.1,0.8,1.1
2025-08-19 15:46:42.184082,4.1,23.88,1014.99,48.17,3.3,1.0,2.2,1.15
2025-08-19 15:46:42.267326,4.19,23.88,1014.99,48.17,2.3,1.4,2.4,1.25
2025-08-19 15:46:42.350397,4.27,23.88,1014.98,48.16,2.2,1.0,2.5,1.0
2025-08-19 15:46:42.439685,4.36,23.88,1014.99,48.16,2.4,1.05,3.1,0.35
2025-08-19 15:46:42.522180,4.44,23.88,1015.0,48.16,1.4,1.05,2.3,0.85
2025-08-19 15:46:42.606199,4.52,23.88,1014.99,48.17,2.1,1.05,2.2,1.05
2025-08-19 15:46:42.690920,4.61,23.88,1015.01,48.16,2.3,1.0,2.2,1.1
2025-08-19 15:46:42.775243,4.69,23.88,1015.01,48.16,2.5,1.05,2.5,1.15
2025-08-19 15:46:42.860694,4.78,23.88,1015.01,48.15,2.2,1.35,2.3,1.05
2025-08-19 15:46:42.944760,4.86,23.88,1015.0,48.15,2.1,0.8,1.9,1.35
2025-08-19 15:46:43.029497,4.95,23.88,1015.01,48.14,2.1,1.05,2.3,1.35
2025-08-19 15:46:43.114382,5.03,23.88,1015.02,48.15,2.2,1.05,2.2,1.15
2025-08-19 15:46:43.201247,5.12,23.88,1015.02,48.13,2.5,1.5,2.4,1.05
2025-08-19 15:46:43.283977,5.2,23.88,1015.01,48.13,2.9,1.1,2.4,1.0
2025-08-19 15:46:43.369416,5.29,23.88,1015.01,48.15,2.4,1.1,2.4,1.05
2025-08-19 15:46:43.452390,5.37,23.89,1014.99,48.14,2.2,1.05,2.6,1.0
2025-08-19 15:46:43.538631,5.46,23.89,1015.0,48.13,2.2,1.25,2.3,1.1
2025-08-19 15:46:43.622243,5.54,23.89,1015.0,48.13,2.2,0.95,2.3,1.05
2025-08-19 15:46:43.705457,5.62,23.89,1015.0,48.15,2.2,0.0,2.3,1.05
2025-08-19 15:46:43.793215,5.71,23.89,1014.99,48.13,2.3,1.0,2.5,1.15
2025-08-19 15:46:43.874792,5.79,23.89,1014.99,48.12,2.0,1.05,2.3,1.15
2025-08-19 15:46:43.962522,5.88,23.89,1014.99,48.13,2.3,1.1,2.6,1.0
2025-08-19 15:46:44.046584,5.96,23.89,1015.0,48.12,2.0,1.1,0.3,1.05
2025-08-19 15:46:44.132491,6.05,23.89,1015.0,48.14,2.0,1.2,2.2,1.0
2025-08-19 15:46:44.216885,6.13,23.89,1015.0,48.13,2.3,1.0,2.2,0.55
2025-08-19 15:46:44.298906,6.22,23.89,1014.99,48.12,2.2,1.05,2.5,1.0
2025-08-19 15:46:44.384567,6.3,23.89,1015.0,48.13,2.4,1.05,2.4,1.1
2025-08-19 15:46:44.467364,6.39,23.89,1014.99,48.13,2.1,1.05,2.3,1.0
2025-08-19 15:46:44.553856,6.47,23.89,1015.0,48.12,2.3,1.05,2.3,0.45
2025-08-19 15:46:44.637623,6.56,23.89,1015.0,48.12,5.3,1.05,2.1,1.05
2025-08-19 15:46:44.726147,6.64,23.89,1015.0,48.12,2.3,1.05,2.1,1.05
2025-08-19 15:46:44.811135,6.73,23.89,1015.0,48.12,2.2,1.0,2.2,1.1
2025-08-19 15:46:44.893819,6.81,23.89,1015.0,48.11,2.2,1.0,2.3,1.1
2025-08-19 15:46:44.979005,6.9,23.89,1014.99,48.12,2.4,1.15,2.3,1.05
2025-08-19 15:46:45.064385,6.98,23.89,1015.0,48.12,2.2,1.05,2.8,1.1
2025-08-19 15:46:45.147426,7.07,23.89,1014.99,48.11,2.2,1.1,2.3,1.05
2025-08-19 15:46:45.230825,7.15,23.89,1014.99,48.11,2.6,1.2,2.4,1.05
2025-08-19 15:46:45.317567,7.24,23.89,1014.98,48.11,2.2,1.05,1.8,1.05
2025-08-19 15:46:45.400411,7.32,23.89,1015.0,48.1,2.0,1.85,2.1,1.7
2025-08-19 15:46:45.488913,7.41,23.89,1014.99,48.1,2.1,0.65,2.3,1.05
2025-08-19 15:46:45.572386,7.49,23.89,1015.0,48.1,2.4,1.05,2.1,1.05
2025-08-19 15:46:45.656572,7.57,23.89,1014.98,48.1,2.1,0.25,2.5,1.1
2025-08-19 15:46:45.742619,7.66,23.89,1014.98,48.1,2.4,1.05,0.4,1.05
2025-08-19 15:46:45.825372,7.74,23.89,1014.98,48.09,2.3,1.0,2.1,1.0
2025-08-19 15:46:45.913862,7.83,23.89,1014.98,48.09,2.2,1.15,2.4,1.4
2025-08-19 15:46:45.995008,7.91,23.89,1014.99,48.09,2.2,1.05,2.3,1.45
2025-08-19 15:46:46.080835,8.0,23.89,1014.98,48.09,2.6,1.55,2.3,1.0
2025-08-19 15:46:46.163221,8.08,23.89,1014.98,48.08,2.7,1.05,1.1,0.95
2025-08-19 15:46:46.246428,8.16,23.89,1014.98,48.09,2.3,1.2,2.3,1.15
2025-08-19 15:46:46.329205,8.25,23.89,1014.97,48.08,2.2,1.1,1.9,1.5
2025-08-19 15:46:46.415533,8.33,23.9,1014.97,48.08,2.3,1.05,0.0,1.05
2025-08-19 15:46:46.500990,8.42,23.9,1014.98,48.1,2.3,1.05,1.9,1.25
2025-08-19 15:46:46.588000,8.51,23.89,1014.97,48.08,2.3,1.1,2.3,1.1
2025-08-19 15:46:46.672290,8.59,23.9,1014.97,48.07,2.2,1.05,1.5,1.05
2025-08-19 15:46:46.757520,8.68,23.9,1014.97,48.08,2.1,1.15,1.9,1.1
2025-08-19 15:46:46.840564,8.76,23.9,1014.97,48.07,1.9,1.45,2.2,1.15
2025-08-19 15:46:46.925625,8.84,23.9,1014.97,48.07,2.5,1.0,2.4,1.05
2025-08-19 15:46:47.008419,8.93,23.9,1014.97,48.07,2.2,1.05,2.2,1.05
2025-08-19 15:46:47.095447,9.01,23.9,1014.97,48.08,2.4,1.05,2.4,3.15
2025-08-19 15:46:47.179676,9.1,23.9,1014.97,48.08,2.4,1.15,2.3,1.05
2025-08-19 15:46:47.265055,9.18,23.9,1014.98,48.07,2.1,1.1,2.3,1.5
2025-08-19 15:46:47.350343,9.27,23.9,1014.97,48.07,2.3,1.05,2.3,0.45
2025-08-19 15:46:47.433349,9.35,23.9,1014.97,48.07,2.8,1.05,2.5,1.25
2025-08-19 15:46:47.520168,9.44,23.9,1014.97,48.05,2.3,1.1,2.4,1.1
2025-08-19 15:46:47.603520,9.52,23.9,1014.96,48.05,2.4,1.05,2.5,1.05
2025-08-19 15:46:47.727213,9.65,23.9,1014.96,48.06,2.4,1.1,2.2,1.05
2025-08-19 15:46:47.812649,9.73,23.9,1014.97,48.05,2.3,1.1,2.2,1.1
2025-08-19 15:46:47.896045,9.81,23.9,1014.97,48.06,2.3,1.05,2.6,0.95
2025-08-19 15:46:47.982265,9.9,23.9,1014.98,48.04,2.1,0.25,2.4,1.05
2025-08-19 15:46:48.066488,9.98,23.9,1014.98,48.07,2.2,1.1,2.3,1.05
2025-08-19 15:46:48.149979,10.07,23.9,1014.97,48.06,2.1,1.1,2.3,1.05
2025-08-19 15:46:48.235363,10.15,23.9,1014.97,48.06,2.4,1.05,2.3,1.0
2025-08-19 15:46:48.318370,10.24,23.9,1014.96,48.05,2.0,1.05,2.1,1.05
2025-08-19 15:46:48.406207,10.32,23.9,1014.95,48.05,2.1,1.05,0.4,1.05
2025-08-19 15:46:48.488636,10.41,23.9,1014.96,48.05,2.2,1.05,2.4,1.05
2025-08-19 15:46:48.571980,10.49,23.9,1014.95,48.05,1.7,1.05,2.2,0.45
2025-08-19 15:46:48.654926,10.57,23.9,1014.98,48.05,2.4,1.05,2.3,0.95
2025-08-19 15:46:48.741380,10.66,23.9,1014.98,48.04,2.1,1.05,2.6,0.9
2025-08-19 15:46:48.826819,10.74,23.9,1014.99,48.05,2.2,2.05,3.2,1.05
2025-08-19 15:46:48.910728,10.83,23.9,1014.98,48.05,3.1,1.05,2.3,2.3
2025-08-19 15:46:48.994158,10.91,23.9,1014.99,48.04,2.4,1.05,2.4,0.95
2025-08-19 15:46:49.078205,11.0,23.9,1014.98,48.04,2.1,1.05,2.3,1.95
2025-08-19 15:46:49.163937,11.08,23.9,1014.98,48.04,2.3,1.05,2.3,0.75
2025-08-19 15:46:49.247888,11.17,23.9,1014.99,48.03,2.2,1.1,2.3,1.1
2025-08-19 15:46:49.331017,11.25,23.9,1015.0,48.03,2.1,1.05,2.0,1.05
2025-08-19 15:46:49.419294,11.34,23.9,1014.99,48.04,2.2,0.7,2.2,1.1
2025-08-19 15:46:49.504101,11.42,23.9,1014.99,48.04,2.2,1.05,2.3,1.25
2025-08-19 15:46:49.588459,11.51,23.9,1014.98,48.03,2.1,1.1,2.0,1.0
2025-08-19 15:46:49.671567,11.59,23.9,1014.98,48.04,2.5,1.05,2.7,1.45
2025-08-19 15:46:49.755187,11.67,23.9,1014.99,48.03,2.1,1.05,2.3,1.1
2025-08-19 15:46:49.839361,11.76,23.9,1014.98,48.03,4.7,1.05,2.3,1.05
2025-08-19 15:46:49.926442,11.84,23.9,1014.97,48.03,2.3,1.05,2.2,1.75
2025-08-19 15:46:50.011860,11.93,23.9,1014.97,48.03,2.0,0.55,2.7,1.05
2025-08-19 15:46:50.096762,12.01,23.9,1014.98,48.03,2.3,1.05,2.2,1.15
2025-08-19 15:46:50.180417,12.1,23.9,1014.98,48.02,2.2,1.05,3.7,0.95
2025-08-19 15:46:50.264037,12.18,23.9,1014.98,48.03,2.2,1.05,2.4,1.05
2025-08-19 15:46:50.351366,12.27,23.9,1014.97,48.02,3.1,1.1,2.4,1.1
2025-08-19 15:46:50.435597,12.35,23.9,1014.97,48.03,2.5,1.05,2.0,1.45
2025-08-19 15:46:50.519706,12.44,23.9,1014.97,48.02,2.3,1.15,2.4,1.45
2025-08-19 15:46:50.602954,12.52,23.9,1014.96,48.03,2.1,1.05,2.3,1.05
2025-08-19 15:46:50.693081,12.61,23.9,1014.96,48.02,2.2,0.15,2.2,1.1
2025-08-19 15:46:50.777048,12.69,23.9,1014.96,48.03,2.4,0.7,2.4,1.0
2025-08-19 15:46:50.861861,12.78,23.9,1014.96,48.02,2.1,1.05,2.2,1.3
2025-08-19 15:46:50.945852,12.86,23.9,1014.96,48.02,2.2,1.05,2.3,1.0
2025-08-19 15:46:51.031729,12.95,23.9,1014.96,48.03,2.2,1.0,2.2,1.05
2025-08-19 15:46:51.116866,13.03,23.9,1014.96,48.02,2.6,1.05,2.1,1.05
2025-08-19 15:46:51.199813,13.12,23.9,1014.96,48.02,2.3,1.1,2.6,1.05
2025-08-19 15:46:51.283489,13.2,23.9,1014.96,48.02,2.2,1.05,2.2,1.05
2025-08-19 15:46:51.371103,13.29,23.9,1014.96,48.01,2.2,1.05,2.3,1.05
2025-08-19 15:46:51.455759,13.37,23.9,1014.97,48.01,2.1,1.05,2.3,0.9
2025-08-19 15:46:51.540700,13.46,23.9,1014.97,48.01,2.2,1.0,2.3,1.05
2025-08-19 15:46:51.625654,13.54,23.9,1014.97,48.02,2.3,1.05,2.2,1.05
2025-08-19 15:46:51.706815,13.62,23.9,1014.96,48.02,2.4,1.05,2.1,0.9
2025-08-19 15:46:51.794078,13.71,23.9,1014.96,48.0,5.2,1.1,2.3,1.15
2025-08-19 15:46:51.877815,13.8,23.9,1014.95,48.02,2.0,1.05,2.3,1.0
2025-08-19 15:46:51.968938,13.89,23.9,1014.95,48.01,2.4,1.05,2.3,1.05
2025-08-19 15:46:52.052644,13.97,23.9,1014.94,48.0,2.4,0.85,2.3,1.05
2025-08-19 15:46:52.136331,14.05,23.9,1014.95,48.0,2.0,0.9,2.4,1.05
2025-08-19 15:46:52.222637,14.14,23.9,1014.95,48.0,2.4,1.1,2.2,1.1
2025-08-19 15:46:52.305471,14.22,23.9,1014.96,47.99,2.3,1.05,2.1,1.0
2025-08-19 15:46:52.396229,14.31,23.9,1014.96,48.0,2.1,1.05,2.6,1.1
2025-08-19 15:46:52.479781,14.4,23.9,1014.96,48.0,2.2,1.1,2.1,1.05
2025-08-19 15:46:52.566163,14.48,23.9,1014.96,48.0,2.4,0.35,2.5,1.1
2025-08-19 15:46:52.650432,14.57,23.9,1014.96,48.0,2.3,1.05,2.3,1.1
