Timestamp,Normalized Timestamp (s),Temperature (C),Pressure (hPa),Humidity (%),VOC (ppm),CO2 (ppm),MQ3 (ppm),HCHO (ppm)
2025-08-19 14:02:26.478244,0.0,23.86,1015.75,47.78,2.3,3.15,2.3,3.15
2025-08-19 14:02:26.554365,0.08,23.87,1015.77,47.8,2.4,3.15,2.3,3.15
2025-08-19 14:02:26.630775,0.15,23.88,1015.75,47.78,2.4,3.15,2.2,3.1
2025-08-19 14:02:26.707557,0.23,23.89,1015.77,47.8,2.4,3.15,2.3,3.15
2025-08-19 14:02:26.783839,0.31,23.9,1015.75,47.79,2.4,3.15,2.5,3.15
2025-08-19 14:02:26.860853,0.38,23.91,1015.76,47.79,2.4,3.15,2.3,3.25
2025-08-19 14:02:26.936930,0.46,23.92,1015.74,47.81,2.3,3.15,2.3,3.15
2025-08-19 14:02:27.012884,0.53,23.92,1015.76,47.79,2.4,3.15,2.3,3.15
2025-08-19 14:02:27.089238,0.61,23.93,1015.75,47.78,2.4,3.15,2.3,3.15
2025-08-19 14:02:27.165358,0.69,23.94,1015.74,47.8,2.4,3.15,2.3,3.15
2025-08-19 14:02:27.241527,0.76,23.94,1015.73,47.79,2.2,3.15,2.5,3.1
2025-08-19 14:02:27.319055,0.84,23.95,1015.75,47.8,2.4,3.15,2.4,3.05
2025-08-19 14:02:27.395166,0.92,23.95,1015.74,47.79,2.3,3.1,2.3,3.15
2025-08-19 14:02:27.474758,1.0,23.96,1015.74,47.8,2.3,3.15,2.3,3.15
2025-08-19 14:02:27.559706,1.08,23.96,1015.74,47.79,2.2,3.1,2.3,3.15
2025-08-19 14:02:27.644279,1.17,23.96,1015.73,47.79,2.3,3.15,2.2,3.15
2025-08-19 14:02:27.726937,1.25,23.96,1015.75,47.79,2.2,3.1,2.2,3.1
2025-08-19 14:02:27.812808,1.33,23.96,1015.75,47.79,2.3,3.15,2.3,3.15
2025-08-19 14:02:27.895213,1.42,23.97,1015.74,47.79,2.6,3.15,2.3,3.15
2025-08-19 14:02:27.978924,1.5,23.97,1015.74,47.79,2.3,3.15,2.3,3.15
2025-08-19 14:02:28.064339,1.59,23.97,1015.74,47.78,2.3,3.15,2.3,3.15
2025-08-19 14:02:28.145554,1.67,23.97,1015.74,47.77,2.2,3.15,2.3,3.15
2025-08-19 14:02:28.231014,1.75,23.97,1015.73,47.77,2.3,3.15,2.3,3.15
2025-08-19 14:02:28.314415,1.84,23.97,1015.73,47.77,2.2,3.1,2.3,3.1
2025-08-19 14:02:28.400480,1.92,23.97,1015.72,47.76,2.2,3.1,2.3,3.15
2025-08-19 14:02:28.486016,2.01,23.97,1015.72,47.75,2.3,3.1,2.3,3.15
2025-08-19 14:02:28.572681,2.09,23.98,1015.72,47.76,2.3,3.15,2.3,3.15
