Timestamp,Normalized Timestamp (s),Temperature (C),Pressure (hPa),Humidity (%),VOC (ppm),CO2 (ppm),MQ3 (ppm),HCHO (ppm)
2025-08-19 17:08:19.569655,0.0,24.01,1015.3,48.19,2.3,2.2,2.1,2.3
2025-08-19 17:08:19.647404,0.08,24.01,1015.29,48.21,2.2,2.25,2.2,2.25
2025-08-19 17:08:19.723545,0.15,24.03,1015.33,48.2,2.3,2.15,2.3,2.25
2025-08-19 17:08:19.800660,0.23,24.04,1015.32,48.19,2.2,2.25,2.2,2.1
2025-08-19 17:08:19.876846,0.31,24.04,1015.33,48.2,2.1,2.25,2.2,2.25
2025-08-19 17:08:19.953801,0.38,24.05,1015.31,48.2,2.2,2.25,2.1,2.25
2025-08-19 17:08:20.029921,0.46,24.06,1015.33,48.22,2.0,2.25,2.1,2.25
2025-08-19 17:08:20.108195,0.54,24.07,1015.31,48.2,2.2,2.25,2.1,2.25
2025-08-19 17:08:20.184342,0.61,24.07,1015.3,48.22,2.2,2.25,2.2,2.25
2025-08-19 17:08:20.260624,0.69,24.08,1015.32,48.22,2.2,2.25,2.0,2.25
2025-08-19 17:08:20.336675,0.77,24.08,1015.32,48.2,2.2,2.25,2.1,2.25
2025-08-19 17:08:20.413031,0.84,24.09,1015.31,48.22,2.2,2.25,2.1,2.1
2025-08-19 17:08:20.489605,0.92,24.09,1015.31,48.21,2.1,2.25,2.1,2.2
2025-08-19 17:08:20.571712,1.0,24.1,1015.3,48.21,2.1,2.2,2.5,2.2
2025-08-19 17:08:20.658410,1.09,24.1,1015.32,48.23,2.1,2.2,2.2,2.25
2025-08-19 17:08:20.743623,1.17,24.1,1015.32,48.21,2.1,2.2,2.0,2.15
2025-08-19 17:08:20.828700,1.26,24.1,1015.31,48.2,2.1,2.25,2.1,2.2
2025-08-19 17:08:20.911916,1.34,24.1,1015.31,48.21,2.1,2.2,2.1,2.2
2025-08-19 17:08:20.998439,1.43,24.1,1015.31,48.21,2.1,2.25,2.2,2.25
2025-08-19 17:08:21.081046,1.51,24.11,1015.31,48.21,2.0,2.2,2.1,2.2
2025-08-19 17:08:21.165019,1.6,24.11,1015.3,48.2,2.1,2.2,2.1,2.25
2025-08-19 17:08:21.250106,1.68,24.11,1015.3,48.21,2.0,2.25,2.1,2.2
2025-08-19 17:08:21.333281,1.76,24.11,1015.3,48.2,2.1,2.25,2.1,2.25
2025-08-19 17:08:21.416185,1.85,24.11,1015.3,48.2,2.1,2.25,2.1,2.25
2025-08-19 17:08:21.501573,1.93,24.11,1015.3,48.19,2.0,2.2,2.1,2.25
2025-08-19 17:08:21.586119,2.02,24.11,1015.29,48.19,2.1,2.25,2.1,2.2
2025-08-19 17:08:21.670877,2.1,24.11,1015.3,48.18,2.1,2.25,2.1,2.25
2025-08-19 17:08:21.756026,2.19,24.11,1015.3,48.19,2.1,2.25,2.1,2.25
2025-08-19 17:08:21.837250,2.27,24.11,1015.3,48.17,2.0,2.2,2.1,2.2
2025-08-19 17:08:21.925623,2.36,24.11,1015.31,48.18,2.1,2.25,2.1,2.2
2025-08-19 17:08:22.010175,2.44,24.11,1015.31,48.17,2.1,2.25,2.1,2.25
2025-08-19 17:08:22.093718,2.52,24.11,1015.3,48.16,2.1,2.25,2.1,2.25
2025-08-19 17:08:22.177403,2.61,24.11,1015.31,48.17,2.1,2.2,2.1,2.25
2025-08-19 17:08:22.263947,2.69,24.11,1015.3,48.17,2.1,2.25,2.2,2.25
2025-08-19 17:08:22.345132,2.78,24.11,1015.3,48.18,2.1,2.2,2.1,2.2
2025-08-19 17:08:22.432651,2.86,24.11,1015.3,48.16,2.0,2.25,2.2,2.25
2025-08-19 17:08:22.514891,2.95,24.12,1015.29,48.17,2.1,2.25,2.1,2.2
2025-08-19 17:08:22.600807,3.03,24.12,1015.29,48.16,2.1,2.25,2.1,2.25
2025-08-19 17:08:22.685624,3.12,24.12,1015.29,48.16,2.1,2.2,2.1,2.2
2025-08-19 17:08:22.770932,3.2,24.12,1015.29,48.15,2.1,2.25,2.1,2.25
2025-08-19 17:08:22.856123,3.29,24.12,1015.3,48.16,2.1,2.2,2.1,2.2
2025-08-19 17:08:22.942693,3.37,24.12,1015.3,48.15,2.1,2.2,2.1,2.25
2025-08-19 17:08:23.026222,3.46,24.12,1015.29,48.15,2.1,2.2,2.0,2.2
2025-08-19 17:08:23.112245,3.54,24.12,1015.29,48.15,2.0,2.25,2.1,2.25
2025-08-19 17:08:23.196940,3.63,24.12,1015.32,48.16,2.1,2.2,2.0,2.2
